RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
30	SKA1-SYS_REQ-2205	"The SKA1_Mid when forming beams for the Pulsar Search, shall achieve signal-to-noise more than 98% relative to an ideal analogue beam-former for the same inputs."	no derived requirements	No		
33	SKA1-SYS_REQ-2208	"The SKA1_Mid, when forming pulsar timing beams, shall have a Signal to Noise ratio greater than or equal to 98% TBC of an ideal beam former, given the same digitized inputs and calibration."	no derived requirements	No		
34	SKA1-SYS_REQ-2212	"SKA1_Mid, when performing Pulsar Search for unaccelerated pulsars with dispersion measures within the range 0 to 3000 pc cm -3 , shall space dispersion measure trials such that the recovered signal-to-noise ratio of any signal lying between trials shall be no worse than 85% of the signal-to-noise ratio that the signal would have had when dedispersed to its true dispersion measure."	no derived requirements	No		
35	SKA1-SYS_REQ-2216	The SKA1_Mid shall retain time resolution in the Pulsar Search such that any increase in sampling interval at high dispersion measure trials does not degrade the signal-to-noise ratio below 95% relative to the maximum time resolution.	no derived requirements	No		
37	SKA1-SYS_REQ-2219	"SKA1_Mid, when performing Pulsar Search for individual pulses with dispersion measures in the range 0 to 3000 pc cm -3  and with widths 100 microseconds to 1 second, shall space dispersion measure trials such that the recovered the signal-to-noise ratio of any signal lying between trials shall be no worse than 85% of the signal-to-noise ratio that the signal would have had when dedispersed to its true dispersion measure."	no derived requirements	No		
38	SKA1-SYS_REQ-2220	"When commanded, for each pulsar search beam with pulsar search duration less than 600s, SKA1_Mid shall perform? acceleration correction as part of the pulsar search, over a configurable range of acceleration values from 0 to no less than 350 m/s 2 , for no fewer than 500 configurable dispersion measure trials, such that the degradation in signal-to-noise ratio due to coarse acceleration sampling is less than 34% everywhere in the acceleration range."	no derived requirements	No		
40	SKA1-SYS_REQ-2231	The SKA1_Mid shall time Pulsars with dispersion measures between 0 to 3000 pc cm -3  with an accuracy up to the Nyquist rate for the given channelisation.	no derived requirements	No		
41	SKA1-SYS_REQ-2268	The SKA1_Mid Reference Frequency shall provide a 2% maximum coherence loss within a maximum integration period of 1 second and up to an operating frequency of 13.8 GHz.	no derived requirements	No		
42	SKA1-SYS_REQ-2269	The SKA1_Mid and SKA1_Low shall have a 1 pps heartbeat signal precise to the sample rate (the pulse-to-pulse scatter shall be less than the inverse of the Nyquist frequency of the largest sampled bandwidth).	no derived requirements	No		
43	SKA1-SYS_REQ-2274	The SKA1_Mid and SKA1_Low timescales shall be traceable to UTC with an uncertainty of no more than 9 ns (1 ?)	no derived requirements	No		
44	SKA1-SYS_REQ-2275	"In order to avoid large offsets, the SKA1_Mid Central Reference Frequency shall be steered to UTC to within at least 1 microsecond, with a frequency drift of less than 10 ns/day."	no derived requirements	No		
45	SKA1-SYS_REQ-2278	A maintenance database for SKA1_Low and SKA1_Mid shall be established that logs all the scheduled maintenance and unexpected repairs.	Non compliance	No		
74	SKA1-SYS_REQ-2371	24 hour (day and night time) capability shall be provided for telescope operator(s) to visually monitor security access points [TBD] to the SKA1_Low and SKA1_Mid sites and also selected [TBD] other locations.	Non compliance	No		
90	SKA1-SYS_REQ-2453	First aid stations shall be provisioned.	no derived requirements	No		
91	SKA1-SYS_REQ-2458	Personnel of  the SKA1_Mid shall be provided with air quality at least compliant with the current issue of SANS 10400-O (South Africa - The application of National Building Regulations Part O : Lighting and ventilation)	no derived requirements	No		
99	SKA1-SYS_REQ-2473	"The SKA1 Telescopes, when commanded, shall automatically excise data that is corrupted by RFI. Corrupted data is either flagged (i.e., not used in the data products) or subtracted (i.e., the corruption is removed, allowing the residual to be used in the data products)?."	no derived requirements	No		
100	SKA1-SYS_REQ-2474	The SKA1_Low and SKA1_Mid shall flag data according to a pre-selected RFI Mask.	Non compliance	No		
103	SKA1-SYS_REQ-2481	The SKA1_Low and SKA1_Mid shall provide an independent system to communicate with outside locations in emergencies.	Non compliance	No		
84	SKA1-SYS_REQ-2437	"The System, while in any mode, shall present no hazard to either the system equipment or to operators or maintainers of the system equipment with categorization exceeding the levels defined in the SKA Project Safety Management Plan [AD6]."	no derived requirements	Partial		
106	SKA1-SYS_REQ-2488	"Allowable air temperature range.  SKA1 equipment located at the dishes or aperture arrays or outside the central processing and operating facilities shall be able to withstand (non-operating if necessary) an outside air temperature within the range of -15 ºC to +60 ºC.

Note this takes precedence over IEC 60721-3-4 4K4H of parent requirement."	Non compliance	No		
107	SKA1-SYS_REQ-2489	nan	Non compliance	No		
92	SKA1-SYS_REQ-2460	"The SKA1_Mid shall comply with all applicable local, State and national occupational health regulations and standards in force at the time."	no derived requirements	Partial		
105	SKA1-SYS_REQ-2484	"The SKA1_Mid shall be compliant with all local, State and national environmental protection legislation and regulations.


 NOTE: Legislation takes precedence over project/contract documentation and requirements. Omission of a law from this requirement does not affect its enforceability. Legislation is also subject to amendment and so the Environmental Laws identified during the Request for Information (copied below) may be modified by the Hosting Agreements and subsequent Acts and Amendments."	no derived requirements	Partial		
110	SKA1-SYS_REQ-2525	The SKA1_Mid and SKA1_Low shall not exhibit safety hazards in Categories I or II (ISO 45001) following an unplanned loss of main electrical power or main control functions.	no derived requirements	Partial		
112	SKA1-SYS_REQ-2575	"Where items used on SKA1_Mid and SKA1_Low require labelling, the method of marking shall be compliant with the Logistic Analysis Plan. The nature of the item, its environment and its use will determine the method."	no derived requirements	Partial		
115	SKA1-SYS_REQ-2578	Package serial number marking  .    All packaging shall be marked with the serial number of the contents.	no derived requirements	Partial		
117	SKA1-SYS_REQ-2580	All LRUs with electrostatic sensitive components shall be fitted with ESD warning labels.	no derived requirements	Partial		
120	SKA1-SYS_REQ-2594	Modular packaging.  The packaging of components shall be modular to limit maintenance to the removal of one module.	no derived requirements	Partial		
121	SKA1-SYS_REQ-2595	"Repairable items shall be designed to include maintenance provisions such as test points, accessibility, and plug-in components."	no derived requirements	Partial		
122	SKA1-SYS_REQ-2598	"Module access  .  Where applicable, access between modules shall be sufficient to facilitate hand grasping."	no derived requirements	Partial		
123	SKA1-SYS_REQ-2599	Modules and components shall be mounted such that removal of any single item will not require the removal of other items (component stacking to be avoided where possible)	no derived requirements	Partial		
129	SKA1-SYS_REQ-2616	"SKA1_Mid, when commanded, for each subarray, shall produce? pulse phase-resolved (phase binned) correlations, where the product of the number of phase bins, number of spectral channels, and number of polarization products is at most 262,144. SKA1_Mid may restrict the possible values for the number of phase bins and number of spectral channels"	no derived requirements	No		
130	SKA1-SYS_REQ-2621	"On a maximum time scale of 600 seconds, and within the envelope of the listed spline points with TBD frequency smoothness, SKA1_Low shall have a station beam bandpass stability, post calibration and RFI mitigation, of:


  


 
	 0.05 %     at 50 MHz 
	 0.02 %   at 110 MHz 
	 0.03 %     at 160 MHz 
	 0.03 %   at 220 MHz 
	 0.05 %   at 280 MHz 
	 0.08 %    at 350 MHz 
 

  


   compared to the full polarization parameterized beam model."	Non compliance	No		
131	SKA1-SYS_REQ-2622	"SKA1-LOW shall have a degradation of peak sensitivity of less than 30% at local elevation angle of 60 deg and less than 50% degradation at local elevation angle of 45 deg for all local azimuthal angles, 0 – 360 deg."	Non compliance	No		
132	SKA1-SYS_REQ-2629	"On a maximum time scale of 600 seconds, for each SKA1_Low station beam at zenith angles less than 45 degrees, the rms difference between the parameterized model and the actual station beam, relative to the main beam peak power, after calibration, shall remain smaller than the envelope of the listed spline points to a frequency smoothness of TBD:


 
	 0.07 % at 50 MHz 
	 0.03 % at 110MHz 
	 0.04 % at 160MHz 
	 0.05% at 220MHz 
	 0.07 % at 280MHz 
 

 
	   0.1 % at 350MHz"	no derived requirements	No		
134	SKA1-SYS_REQ-2635	The SKA1_Low shall provide on-line station beam calibration functions   with an update period of 10 minutes or faster.	no derived requirements	No		
135	SKA1-SYS_REQ-2639	SKA1_Low data acquisition shall clip less than 5% of the time for the RFI levels specified within the SKA EMI/EMC standards [AD2].	Non compliance	No		
136	SKA1-SYS_REQ-2640	SKA1_Low and SKA1_Mid shall flag clipped data within the data stream.	Non compliance	No		
140	SKA1-SYS_REQ-2649	"SKA1__Mid working environments for personnel shall maintain an air quality that meets or exceeds the guidance provided in the Code of Practice for Managing the Work Environment and Facilities, National Building Code of TBD."	no derived requirements	No		
141	SKA1-SYS_REQ-2650	SKA1 structures and equipment shall survive and be fully operational after seismic events resulting in a maximum peak ground acceleration of 1 m/s 2 . Note: Seismic events includes underground collapses in addition to earthquakes.	Non compliance	No		
124	SKA1-SYS_REQ-2602	Provisions for the preclusion of mounting the wrong module shall be provided (key coding of connectors etc.) where there is the possibility of damage.	no derived requirements	Partial		
125	SKA1-SYS_REQ-2603	 Mounting guides and location pins shall be provided on SKA1_Mid and SKA1_Low equipment to facilitate maintenance.	no derived requirements	Partial		
144	SKA1-SYS_REQ-2673	The SKA1_Low configuration shall maintain a sensitivity within a factor of 2 TBC over 2 orders of magnitude of spatial resolution	Non compliance	No		
145	SKA1-SYS_REQ-2674	Digitisation of SKA1_Low antenna signals shall be to at least 8 bits.	Non compliance	No		
146	SKA1-SYS_REQ-2678	SKA1_Low correlation shall not degrade the Signal to Noise ratio by more than 2 % compared to ideal analogue correlation for the same inputs.	no derived requirements	No		
147	SKA1-SYS_REQ-2679	"The SKA1_Mid correlation shall maintain the Signal to Noise ratio better than 98% for Bands 1, 2, 3 and 4 and at least 96%  or better for band 5 compared to ideal analogue correlation for the same inputs."	no derived requirements	No		
150	SKA1-SYS_REQ-2692	The SKA1_Mid frequency reference shall provide a 2% maximum coherence loss for intervals of 1 minute and up to an operating frequency of 13.8 GHz.	no derived requirements	No		
151	SKA1-SYS_REQ-2693	"The SKA1_Mid Reference Frequency shall have a phase drift of less than 1 radian, over intervals of up to 10 minutes and up to an operating frequency of 13.8 GHz."	no derived requirements	No		
153	SKA1-SYS_REQ-2714	SKA1_mid central frequency reference.  The SKA1_mid central frequency reference shall be located in the SKA1_mid Central Signal Processing facility	Non compliance	No		
142	SKA1-SYS_REQ-2654	SKA1_low CSP facility.  The facility housing the station beamformers for the inner area of the SKA1_Low and the central signal processing for SKA1_Low shall be at a distance of 2 km South West of the centre of the SKA1_Low array.	no derived requirements	Partial		
158	SKA1-SYS_REQ-2729	"The Calibration and Imaging formalism shall be based upon the Hamaker-Bregman-Sault [R4] Measurement Equation, with extensions for supporting large bandwidths as described by Rau et al. [R20]"	no derived requirements	No		
143	SKA1-SYS_REQ-2656	SKA1_mid   CSP facility.  The CSP facility for SKA1_mid shall be located in the Karoo Array Processor Building.	no derived requirements	Partial		
164	SKA1-SYS_REQ-2738	The SKA1_Mid interface between CSP and SDP shall be compliant with the 300-000000-002 Interface Control Document.	no derived requirements	No		
165	SKA1-SYS_REQ-2739	Access to the archive shall be limited to the products of the SKA1_Low and SKA1_Mid that a user is authorised to access. Authorisation will be done via SKA authentication and authorisation. Anonymous access will be a special case with corresponding limited access.	no derived requirements	No		
166	SKA1-SYS_REQ-2740	"SKA1_Mid, when commanded, shall form real-time cross-correlation products between all dishes within the SKA1_Mid combined array, including between MeerKAT and SKA1 dishes"	no derived requirements	No		
168	SKA1-SYS_REQ-2743	"SKA1_Low and SKA1_Mid performance goals shall be based on a number of quantitative metrics computed from an observed Image and, optionally, a template Image."	Non compliance	No		
169	SKA1-SYS_REQ-2744	SKA1_Low and SKA1_Mid quality assessment shall be based on the comparison of a Performance Assessment and a Performance Goal.	Non compliance	No		
170	SKA1-SYS_REQ-2745	"The SKA1_Low and SKA1_Mid Astrometric Performance Metric (APM) shall measure deviation (RMS, average offset, and median) of source positions from known standards."	Non compliance	No		
171	SKA1-SYS_REQ-2746	"The SKA1_Low and SKA1_Mid photometric performance metric (PPM) shall measure deviation (RMS, average offset, and median) of source fluxes from known standards in the Global Sky Model."	Non compliance	No		
172	SKA1-SYS_REQ-2747	"The SKA1_Low and SKA1_Mid radiometric (detected power) performance metric (RPM) shall measure noise fluctuations (RMS, average offset, and median) in an Image."	Non compliance	No		
173	SKA1-SYS_REQ-2748	"The SKA1_Low SKA1_Mid polarimetric performance metric (OPM) shall measure deviation (RMS, average offset, and median) of source polarisation (polarisation degree and angle) from known standards in the Global Sky Model."	Non compliance	No		
175	SKA1-SYS_REQ-2755	"SKA1_Mid, when commanded, shall perform the Pulsar Search on a contiguous bandwidth located anywhere within the current subarray band."	no derived requirements	No		
181	SKA1-SYS_REQ-2762	"The SKA1_Mid, when forming VLBI beams, shall have a signal-to-noise performance better than 90% of that achievable by an ideal signal chain, given the same inputs, instrumental calibration and excluding RFI."	no derived requirements	No		
182	SKA1-SYS_REQ-2764	"Each SKA1_Mid pulsar timing and dynamic spectrum measurement shall be directly traceable to the time at the common delay centre of the SKA1_Mid telescope, with an accuracy of better than 2 nanoseconds."	no derived requirements	No		
184	SKA1-SYS_REQ-2767	The maximum pulsar search bandwidth for SKA1_Mid shall be no less than 295MHz.	no derived requirements	No		
185	SKA1-SYS_REQ-2768	"The contiguous processing bandwidth of each SKA1_Mid pulsar timing beam shall be? independently selectable in steps of 10 MHz +/- 20%, up to the full bandwidth of the selected band, with a maximum of 2.5 GHz."	no derived requirements	No		
186	SKA1-SYS_REQ-2773	"The SKA1_Low, when commanded, shall concurrently correlate station beams within a configurable set of one to sixteen subarrays."	no derived requirements	No		
187	SKA1-SYS_REQ-2774	"The SKA1_Mid, when commanded, shall concurrently correlate all dish signals within each of a configurable set of one to sixteen subarrays."	no derived requirements	No		
154	SKA1-SYS_REQ-2716	The SKA1_Mid and SKA1_Low shall each have an operational availability of at least 95%.	no derived requirements	Partial		
191	SKA1-SYS_REQ-2791	"The SKA shall provide a security management system that includes :

i. personnel security,

ii. physical security (asset)

iii. security of information"	Non compliance	No		
192	SKA1-SYS_REQ-2798	"SKA1_Mid Equipment located at non-weather protected locations shall survive during, and perform to specification as defined herein, after  exposure to the following environmental conditions as defined in BS EN IEC 60721-3-4:


 
	     Climatic conditions 4K4H with tailoring based on  [AD7] Section 4.1    
	     Heat radiation conditions 4Z1     
	     Wind Speed conditions 4Z5 with tailoring based on [AD7] Section 4.1]    
	     Water from other sources than rain 4Z7 with tailoring based on [AD7] Section 4.1    
	     Biological conditions 4B2    
	     Chemical conditions 4C1    
	     Dust and Sand conditions 4S2 (4S3) with tailoring based on [AD7] Section 4.1    
	     Mechanical conditions 4M1 with tailoring based on [AD7] Section 4.1."	Non compliance	No		
194	SKA1-SYS_REQ-2803	The maximum noise leakage power for SKA1_Mid shall be better than -60 dB for non-adjacent fine frequency channels.	no derived requirements	No		
195	SKA1-SYS_REQ-2805	The post-calibration amplitude response of SKA1_Mid imaging shall vary by at most +/-0.05 dB across the band.	no derived requirements	No		
196	SKA1-SYS_REQ-2810	"The upper envelope of the noise leakage power for non-adjacent visibility spectra frequency channels for SKA1_Low shall fall off as 1/f or better as a function of frequency offset from the centre of a given frequency channel, for frequency offsets up to half the input bandwidth."	no derived requirements	No		
197	SKA1-SYS_REQ-2811	The post-calibration amplitude response of SKA1_Low imaging shall vary by at most +/-0.01 dB across the band.	no derived requirements	No		
201	SKA1-SYS_REQ-2821	"There shall be Long Term Preservation for each telescope, located in the Science Processing Centre, for storing selected science data products for subsequent access by users according to science data access policy."	no derived requirements	No		
202	SKA1-SYS_REQ-2825	"The SKA1_Mid, under standard weather conditions, shall have an absolute flux density scale accurate to better than 5% across the band."	Non compliance	No		
203	SKA1-SYS_REQ-2826	"The SKA1_Mid, under precision weather conditions, shall have an absolute flux density scale accurate to better than 3% across the band. It is envisioned test at several distributed points across the band with an analysis to interpolate across the full band. The   Flux density scale   is transferred from a celestial calibrator to the target source. It includes the atmospheric extinction as well as all receptor-based  system temperatures  and gains."	Non compliance	No		
204	SKA1-SYS_REQ-2830	"SKA1_Mid, when producing phase-binned correlations, shall provide individual phase bins with widths as small as 1 microsecond."	no derived requirements	No		
205	SKA1-SYS_REQ-2831	The SKA1_Mid shall be capable of synchronising phase bins to the ephemeris to limit drift to less than 10% of the selected bin width within the selected correlator integration period.	no derived requirements	No		
207	SKA1-SYS_REQ-2838	The SKA1_Mid telescope shall be a data source for VLBI data acquisition system. The interface between the SKA1_Mid telescope and the external VLBI data acquisition system will be compliant with the ICD SKA-TEL-SKO-0000116.	Non compliance	No		
160	SKA1-SYS_REQ-2733	Emergency stop switches shall be located in such a way to minimize the risk of injury. (Verified by Analysis as 'minimisation' is unverifiable any other way.)	no derived requirements	Partial		
190	SKA1-SYS_REQ-2788	SKA1_Low and SKA1_Mid hardware failures and software errors shall not create a hazardous situation to interfacing systems	no derived requirements	Partial		
210	SKA1-SYS_REQ-2841	"The following infrastructure shall be provided to allow eventual outfitting of SKA1_Mid with VLBI equipment:


 
	 Adequate access for the potential fitment of VLBI equipment 
	 Equipment space 
	 Power 
	 Cooling 
	 Cable trays"	no derived requirements	No		
211	SKA1-SYS_REQ-2843	SKA1 shall be able to output VLBI beam data with each individual stream limited to 512 MHz of signal bandwidth to ensure compatibility with existing VLBI terminal capability	no derived requirements	No		
208	SKA1-SYS_REQ-2839	Provision of equipment for recording . Provision of equipment for recording or capturing VLBI data is outside the scope of SKA1	no derived requirements	Partial		
223	SKA1-SYS_REQ-2859	"SKA1_Mid, when commanded, shall generate VLBI beams with a transition band that is monotonically decreasing from -3dB at the channel edge, to -60dB at a frequency offset from the centre frequency by the channel bandwidth."	Non compliance	No		
228	SKA1-SYS_REQ-2892	"The SKA1_Low, when commanded, shall offset the centre frequency of the Pulsar Search of specified beams by a specified multiple of the Pulsar Search bandwidth, provided that the entire frequency range lies within the current SKA1_Low band."	no derived requirements	No		
230	SKA1-SYS_REQ-2896	"The SKA1_Low, when forming beams for the Pulsar Search, shall achieve a signal-to-noise of more than 97% relative to an ideal analogue beam-forming for the same inputs."	no derived requirements	No		
231	SKA1-SYS_REQ-2897	"SKA1_Mid, when performing the Pulsar Search, shall generate Pulsar Candidates and Non-imaging Transient Candidates as defined in TBD."	no derived requirements	No		
232	SKA1-SYS_REQ-2898	"SKA1_Low, when performing the Pulsar Search, shall generate Pulsar Candidates and Non-imaging Transient Candidates as defined in TBD."	no derived requirements	No		
233	SKA1-SYS_REQ-2900	SKA1_Mid shall perform Pulsar Search and Single Pulse Search with on spectral channels with an effective time resolution shorter than 100 microseconds. (effective time resolution - full width at 10% maximum of the channeliser power response).	no derived requirements	No		
234	SKA1-SYS_REQ-2901	"SKA1_Mid, when commanded, shall perform the Pulsar Search with a configurable sampling interval that is 1, 2, 3 or 4 times the minimum sampling interval."	no derived requirements	No		
235	SKA1-SYS_REQ-2902	"SKA1_Mid, when commanded, shall perform the pulsar search for a pulsar search beam, with a configurable bandwidth from the full pulsar search bandwidth for that beam, down to 0.25 times the available bandwidth of the current observing band (if that is less than the full pulsar search bandwidth for the beam)"	no derived requirements	No		
237	SKA1-SYS_REQ-2917	SKA1_Low shall perform Pulsar Search and Single Pulse Search with on spectral channels with an effective time resolution shorter than 100 microseconds. (effective time resolution - full width at 10% maximum of the channeliser power response).	no derived requirements	No		
239	SKA1-SYS_REQ-2919	"SKA1_Low, when commanded, shall perform the Pulsar Search for a Pulsar Search beam with a configurable bandwidth from the full pulsar search bandwidth for that beam, down to 0.25 times that bandwidth."	no derived requirements	No		
244	SKA1-SYS_REQ-2930	"The SKA1_Low, when forming pulsar timing beams, shall have a Signal to Noise ratio greater than or equal to 98% TBC of an ideal beam former, given the same digitized inputs and calibration."	no derived requirements	No		
245	SKA1-SYS_REQ-2936	"When commanded, for each pulsar search beam with pulsar search duration less than 600s, SKA1_Low shall perform? acceleration correction as part of the pulsar search, over a configurable range of acceleration values from 0 to no less than 350 m/s 2 , for no fewer than 500 configurable dispersion measure trials, such that the degradation in signal-to-noise ratio due to coarse acceleration sampling is less than 34% everywhere in the acceleration range."	no derived requirements	No		
246	SKA1-SYS_REQ-2939	"SKA1_Mid, when commanded, shall form one or more pulsar timing beams within the same subarray with independent sky coordinates."	no derived requirements	No		
247	SKA1-SYS_REQ-2940	"SKA1_Low, when commanded, shall form one or more pulsar timing beams within the same subarray with independent sky coordinates."	no derived requirements	No		
248	SKA1-SYS_REQ-2942	"SKA1_Low, when performing Pulsar Search for unaccelerated pulsars with dispersion measures within the range 0 to 500 pc cm -3 , shall space dispersion measure trials such that the recovered signal-to-noise ratio of any signal lying between trials are more than 85% of the signal-to-noise ratio that the signal would have had when dedispersed to its true dispersion measure."	no derived requirements	No		
249	SKA1-SYS_REQ-2944	SKA1_Low shall retain time resolution in the Pulsar Search such that any increase in sampling interval at high dispersion measure trials does not degrade the signal-to-noise ratio below 95% relative to the configured time resolution.	no derived requirements	No		
251	SKA1-SYS_REQ-2948	"SKA1_Low, when performing Pulsar Search for individual pulses with dispersion measures in the range 0 to 3000 pc cm -3  and with widths 100 microseconds to 1 second, shall space dispersion measure trials such that the recovered the signal-to-noise ratio of any signal lying between trials shall be more than 85% of the signal-to-noise ratio that the signal would have had when dedispersed to its true dispersion measure."	no derived requirements	No		
253	SKA1-SYS_REQ-2956	"Each SKA1_Low pulsar timing and dynamic spectrum measurement shall be directly traceable to the time at the common delay centre of the SKA1_Low telescope, with an accuracy of better than 2 nanoseconds (TBC)."	no derived requirements	No		
254	SKA1-SYS_REQ-2958	"The SKA1_Low, when commanded, shall time Pulsars with dispersion measures between 0 to 3000 pc cm  -3  such that residual dispersive smearing is less than 500 ns or as limited by the precision of the supplied dispersion measure.?"	no derived requirements	No		
255	SKA1-SYS_REQ-2961	"The SKA1_Mid, when commanded to time a pulsar, shall resolve that pulsar's pulse profile with up to 2048 equal-width, contiguous phase bins."	no derived requirements	No		
256	SKA1-SYS_REQ-2962	"The SKA1_Low, when commanded to time a pulsar, shall resolve that pulsar's pulse profile with up to 2048 equal-width, contiguous phase bins with the minimum possible phase bin width being no longer than 2.5 micro sec."	no derived requirements	No		
257	SKA1-SYS_REQ-2964	The SKA1_Low intrinsic cross polarisation ratio shall be at least 15 dB over the whole observing band within the half power beam width up to observing angles of 45 degrees.	Non compliance	No		
258	SKA1-SYS_REQ-2965	SKA1_Mid shall provide 40 dB polarisation dynamic range at all fractional bandwidths across the full band for the field of view to the half power band width.	Non compliance	No		
259	SKA1-SYS_REQ-2966	"SKA1-Low shall provide 45 dB polarisation dynamic range for imaging, after calibration, at all spatial and at all fractional bandwidths across the full band."	no derived requirements	No		
276	SKA1-SYS_REQ-2996	The SKA1_Low shall assign dynamic weights to stations within a subarray contributing to tied-array beams including the ability to exclude individual stations.	Non compliance	No		
277	SKA1-SYS_REQ-2997	SKA1_Mid shall assign dynamic weights to dishes within a subarray contributing to tied-array beams including the ability to exclude individual dishes	Non compliance	No		
209	SKA1-SYS_REQ-2840	VLBI equipment and eVLBI connectivity.  VLBI equipment and eVLBI connectivity beyond the interface boundary described in the ICD SKA-TEL-SKO-0000116 is outside the scope of supply of the SKA1 project.	no derived requirements	Partial		
212	SKA1-SYS_REQ-2844	"VLBI Processing . VLBI processing, with the exception of beam-forming and SKA1 imaging in support of VLBI. is outside the scope of the SKA1"	no derived requirements	Partial		
309	SKA1-SYS_REQ-3035	"For all stations belonging to a given subarray,SKA1-Low, when commanded, shall deliver full-polarisation autocorrelation spectra, with frequency coverage, spectral resolution, and spectral and temporal response matching that of the cross-correlation spectra from that subarray."	Non compliance	No		
316	SKA1-SYS_REQ-3042	The SKA1_Low shall apply calibration correction parameters in a manner that they can be reconstructed.	Non compliance	No		
318	SKA1-SYS_REQ-3044	The SKA1_Mid shall apply calibration correction parameters in a manner that they can be reconstructed.	Non compliance	No		
320	SKA1-SYS_REQ-3046	"The SKA1_Mid, when commanded, shall generate autocorrelation spectra. Crosscorrelation spectra may be used as part of this calibration."	no derived requirements	No		
321	SKA1-SYS_REQ-3047	"The SKA1_Low, when commanded,? shall  generate calibrated  autocorrelation spectra. Cross-correlation spectra may be used as part of this calibration."	no derived requirements	No		
322	SKA1-SYS_REQ-3048	The maximum noise leakage from a non adjacent channel into SKA1_Low zoom window channels from all frequencies outside the window shall be less than 60dB.	no derived requirements	No		
323	SKA1-SYS_REQ-3049	The SKA1_Low post-calibration amplitude response variation across the full (concatenated)  frequency range covered by overlapped zoom windows of the same frequency resolution shall be within +/-0.01 dB of the nominal.?	no derived requirements	No		
324	SKA1-SYS_REQ-3050	The maximum noise leakage into SKA1_Mid zoom window channels from frequencies outside the window shall be less than 60dB.	no derived requirements	No		
325	SKA1-SYS_REQ-3051	The SKA1_Mid post-calibration amplitude response variation across the full concatenated bandwidth of overlapped zoom windows of the same frequency resolution shall be within +/-0.05 dB of the nominal.	no derived requirements	No		
326	SKA1-SYS_REQ-3053	"The following infrastructure shall be provided at each of the sites.


 To accommodate 3 stations, design the same as described in the attached documents, equilateral triangle of 500m sides, sited (convenient to other infrastructure) near the core, no preferred azimuth:


 
	 Concrete pads of low precision, each provided with 500W of single phase power at a voltage convenient to a core location, and dedicated fibre networking from the signal processing building and to each other 
	 I rack in the central building, 1kW power and cooling."	no derived requirements	No		
337	SKA1-SYS_REQ-3064	"Assuming a sky noise temperature defined in the definitions section of this document, the SKA1_Mid array (excluding the MeerKAT array), while operating under Precision and Standard environmental conditions,     shall have a sensitivity per polarization above a line that increases linearly from 272 m 2 /K at 350 MHz to 545 m 2 /K at 650 MHz and then stays constant at this level up to 1050 MHz over pointing angles from zenith down to 30° above the horizon.


 Sky temperature ?is defined for a feed with boresight directed towards an elevation angle where ground illumination is minimized, observed at a time when no significant sources appear within the beam."	no derived requirements	No		
338	SKA1-SYS_REQ-3065	"Assuming a sky noise temperature defined in the definitions section of this document, Mid Band 2, while operating under Precision and Standard environmental conditions, shall have a sensitivity per polarization greater than 916 m 2 /K for the SKA1_Mid excluding the MeerKAT array taken as the unweighted average over the entire frequency band and over pointing angles from zenith down to 30° above the horizon"	no derived requirements	No		
339	SKA1-SYS_REQ-3066	"Assuming a sky noise temperature defined in the definitions section of this document, the SKA1_Mid Band 3, while operating under Precision and Standard environmental conditions, shall have a sensitivity per polarization greater than 916 m 2 /K for the SKA1_Mid excluding the MeerKAT array taken as the unweighted average over the entire frequency band and over pointing angles from zenith down to 30° above the horizon."	no derived requirements	No		
340	SKA1-SYS_REQ-3067	"Assuming a sky noise temperature defined in the definitions section of this document, the SKA1_Mid Band 4, while operating under Precision and Standard environmental conditions, shall have a sensitivity per polarization greater than 833 m 2 /K for the SKA1_Mid excluding the MeerKAT array taken as the unweighted average over the entire frequency band and over pointing angles from zenith down to 30° above the horizon"	no derived requirements	No		
341	SKA1-SYS_REQ-3068	"Assuming a sky noise temperature defined in the definitions section of this document, the SKA1_Mid Band 5, while operating under Precision and Standard environmental conditions, shall have a sensitivity per polarization greater than 696 m 2 /K for the SKA1_Mid excluding the MeerKAT array taken as the average over the frequency band and over pointing angles from zenith down to 30° above the horizon."	no derived requirements	No		
342	SKA1-SYS_REQ-3069	"SKA1_Low equipment located at the aperture arrays or outside the central processing and operating facilities shall be able to operate within specification if the outside air temperature is within the range of -5 ºC to +50 ºC.

Note this takes precedence over IEC60721-3-4 4K4H."	Non compliance	No		
343	SKA1-SYS_REQ-3071	"SKA1_Low equipment, while in its storage packaging, shall withstand, and shall operate to specification as defined herein  after exposure to, the storage environmental conditions as defined in “Class 1.1: Weather protected, partly temperature-controlled storage locations” of the ETSI EN 300 019-1-1 standard  and defined in BS EN IEC 60721-3-1.


   Climatic Conditions 1K3 based on [AD7]

  Biological Conditions 1B2 based on [AD7]

  Chemical conditions 1C2 based on [AD7]

  Dust and Sand conditions 1S2 based on [AD7]

  Shock & Vibration Conditions 1M2 based on [AD7]"	no derived requirements	Partial		
